"","age_pyramid_total_nyc","median_household_income_nyc","median_personal_earnings_nyc","no_hs_nyc","at_least_hs_nyc","complete_hs_somecollege_nyc","complete_bach_nyc","at_least_bachelors_nyc","grad_degree_nyc","latino_pop_nyc","white_pop_nyc","aframer_pop_nyc","natamer_pop_nyc","asian_api_pop_nyc","other_pop_nyc","asian_api_total_nyc","latino_total_pop_nyc","white_total_pop_nyc","aframer_total_pop_nyc","natamer_total_pop_nyc","other_total_pop_nyc","male_unemployment","female_unemployment","unemployment_nyc","households_receiving_snap_benefits_nyc","publicassist_nyc","renter_occ_nyc","owner_occ_nyc","median_rent_nyc","age_pyramid_male_under_5_nyc","age_pyramid_male_5_to_14_nyc","age_pyramid_male_15_to_24_nyc","age_pyramid_male_25_to_34_nyc","age_pyramid_male_35_to_44_nyc","age_pyramid_male_45_to_54_nyc","age_pyramid_male_55_to_64_nyc","age_pyramid_male_65_to_74_nyc","age_pyramid_male_75_to_84_nyc","age_pyramid_male_85_plus_nyc","age_pyramid_female_under_5_nyc","age_pyramid_female_5_to_14_nyc","age_pyramid_female_15_to_24_nyc","age_pyramid_female_25_to_34_nyc","age_pyramid_female_35_to_44_nyc","age_pyramid_female_45_to_54_nyc","age_pyramid_female_55_to_64_nyc","age_pyramid_female_65_to_74_nyc","age_pyramid_female_75_to_84_nyc","age_pyramid_female_85_plus_nyc","perc_age_pyramid_male_under_5_nyc","perc_age_pyramid_male_5_to_14_nyc","perc_age_pyramid_male_15_to_24_nyc","perc_age_pyramid_male_25_to_34_nyc","perc_age_pyramid_male_35_to_44_nyc","perc_age_pyramid_male_45_to_54_nyc","perc_age_pyramid_male_55_to_64_nyc","perc_age_pyramid_male_65_to_74_nyc","perc_age_pyramid_male_75_to_84_nyc","perc_age_pyramid_male_85_plus_nyc","perc_age_pyramid_female_under_5_nyc","perc_age_pyramid_female_5_to_14_nyc","perc_age_pyramid_female_15_to_24_nyc","perc_age_pyramid_female_25_to_34_nyc","perc_age_pyramid_female_35_to_44_nyc","perc_age_pyramid_female_45_to_54_nyc","perc_age_pyramid_female_55_to_64_nyc","perc_age_pyramid_female_65_to_74_nyc","perc_age_pyramid_female_75_to_84_nyc","perc_age_pyramid_female_85_plus_nyc","perc_age_pyramid_5_to_14_nyc","perc_age_pyramid_15_to_24_nyc","perc_age_pyramid_25_to_34_nyc","perc_age_pyramid_35_to_44_nyc","perc_age_pyramid_45_to_54_nyc","perc_age_pyramid_55_to_64_nyc","perc_age_pyramid_65_to_74_nyc","perc_age_pyramid_75_to_84_nyc","perc_age_pyramid_85_plus_nyc","prime_age_nyc","underfive_nyc","undereighteen_nyc","sixtyfive_nyc","commute_under_30_mins_nyc","commute_30_59_mins_nyc","commute_60_mins_plus_nyc","full_time_workers_nyc","part_time_workers_nyc","high_cost_h_nyc","ex_high_cost_h_nyc","foreign_nyc","native_nyc","north_eur_nyc","west_eur_nyc","south_eur_nyc","east_eur_nyc","nec_eur_nyc","east_asia_nyc","south_cen_asia_nyc","south_east_asia_nyc","west_asia_nyc","nec_asia_nyc","east_afr_nyc","mid_afr_nyc","north_afr_nyc","south_afr_nyc","west_afr_nyc","nec_afr_nyc","aus_nz_ocean_nyc","fiji_ocean_nyc","nec_ocean_nyc","carib_amer_nyc","cent_amer_nyc","south_amer_nyc","north_amer_nyc","adult_samehome_nyc","child_samehome_nyc","income_inequality_nyc","children_with_medicaid_nyc","adult_medicaid_nyc","married_nyc","divorced_nyc","lonely_nyc","nonfammore1_nyc","singlemom_nyc","singledad_nyc","badenglish_speakers_nyc","nonenglish_speakers_nyc","spanish_speaker_nyc","api_speaker_nyc","poverty_all_ages_federal_number_nyc","poverty_all_ages_federal_percent_nyc","poverty_child_federal_number_nyc","poverty_child_federal_percent_nyc","poverty_65_federal_number_nyc","poverty_65_federal_percent_nyc","management_business_science_and_arts_occupations_nyc","service_occupations_nyc","sales_and_office_occupations_nyc","natural_resources_construction_and_maintenance_occupations_nyc","production_transportation_and_material_moving_occupations_nyc","agriculture_forestry_fishing_hunting_mining_industries_nyc","construction_industries_nyc","manufacturing_industries_nyc","arts_entertainment_recreation_accommodation_food_services_nyc","educational_services_health_care_social_assistance_industries_nyc","finance_insurance_real_estate_rental_leasing_industries_nyc","information_industries_nyc","other_service_industries_nyc","professional_scientific_management_administrative_waste_management_services_industries_nyc","wholesale_trade_industries_nyc","public_administration_industries_nyc","retail_trade_industries_nyc","transportation_warehousing_utilities_industries_nyc","sch_enrol_nyc","pre_k_nyc","familychild_nyc","marriedchild_nyc","nonfamilychild_nyc","marriednochild_nyc","nonfamily_nyc","familynochild_nyc","grandrearers_nyc","lonelyaged_nyc","disabled_nyc","median_value_nyc","private_wage_and_salary_workers_class_nyc","government_workers_class_nyc","self_employed_class_nyc","unpaid_family_workers_class_nyc","rental_vac_nyc","labor_force_participation_nyc","no_kitchen_nyc","more_than_one_nyc","working_poor_nyc","computer_nyc","total_18_plus","total_veterans_nyc","total_veterans_percent_nyc","male_veterans_nyc","male_veterans_percent_nyc","female_veterans_nyc","female_veterans_percent_nyc","vet_total_nyc_25_plus","veterans_nohs_nyc","veterans_bachelors_nyc","veterans_nohs_percent_nyc","veterans_bachelors_percent_nyc","veterans_med_income_nyc","veterans_poverty_nyc","veterans_poverty_percent_nyc","veterans_poverty_disabled_nyc","veterans_poverty_disabled_percent_nyc","vet_total_nyc_18_64","veterans_unemployed_nyc","veterans_unemployed_percent_nyc","veterans_disabled_nyc","veterans_disabled_percent_nyc"
"New York city, New York",8467513,67997,43133,16.1334922558383,83.8665077441617,42.9062293770822,23.5160561441584,40.9602783670795,17.4442222229211,29.100870586204,30.8788070357849,20.2459210868646,0.17490377635086,14.3329216028366,5.26657591195904,1213642,2464120,2614667,1714326,14810,445948,8.23801450278992,6.53749597470229,7.3421835801589,23.1091073701819,6.70128787843972,66.7288316566556,33.2711683433444,1602,256518,497540,471957,684859,575876,502868,497822,356299,164925,58154,244832,473506,481641,718660,595676,539880,549889,440005,248009,108597,3.0294373330162,5.87586933731309,5.57373812121694,8.08807733746615,6.80100520660553,5.93879218136423,5.87919971306805,4.20783528764585,1.94773837371138,0.686789615793917,2.89142750651815,5.59203156818301,5.6881046418234,8.48726184418022,7.03484010003882,6.37589809428105,6.49410281389589,5.19639001439974,2.9289473780554,1.28251353142298,11.4679009054961,11.2618427630403,16.5753391816464,13.8358453066443,12.3146902756453,12.3733025269639,9.40422530204559,4.87668575176678,1.9693031472169,42.725874763936,5.92086483953435,20.7019109389026,16.2502142010293,32.6134293696706,42.4602332450321,24.9263373852973,76.1773693738307,23.8226306261693,54.1198954078251,30.066249743942,36.3716713514346,63.6283286485654,1.63769404469579,1.36164937098443,2.09278945724311,9.22494474885163,0.0716982283913294,14.7797390158509,8.9951727089526,3.25791814062594,2.45796983608772,0.0636451665067961,0.327642719415088,0.0184441094774797,0.0274388600501238,0.645608775759245,0.10124776998377,0.157456843056864,0.178173994195301,0.243605122007135,0.300885771863251,0.02273041660957,2.46264580750454,1.03088933729146,3.78149705121553,88.7142240999283,92.9328338449049,0.5472,46.4743539244806,25.6958926883277,38.9522862877061,8.68543013647949,33.6404510561767,8.37539197798949,8.73434960377095,2.16655253922078,21.7093348453955,46.6156416834554,22.9153608832759,7.80192421370238,1499249,18.0060100540679,410280,23.8241237544422,239335,17.8639670867407,46.8275429144521,20.54263504707,18.5770918411106,5.50135835034231,8.55137184702497,0.0945820158939882,5.09916773087878,2.99765794407375,7.90960853306056,29.6453187558637,9.18868888541606,3.86591821904827,4.87756430393161,15.2042892615341,1.73325819390708,4.168264958034,8.76926565944055,6.44641553891754,79.0827427453337,56.6305269842447,25.7641560160483,14.6981750332042,0.165078839852385,20.3488470064141,41.8507641943138,32.3850797896378,0.210025138676336,12.1459176842392,11.554943424124,685700,79.2398131617124,14.4383985620376,6.0859251962807,0.235863079969292,10.3800978107493,62.4588517413918,0.699072733651052,9.12446632014817,6.61247745607988,94.1794696214186,6710926,133383,1.98754985526588,118931,89.165036024081,14452,10.834963975919,131872,12136,44989,9.20286338267411,34.1156576073768,43905,15750,11.8081014821979,5885,4.41210649033235,60375,3588,5.94285714285714,22002,16.4953554800837
